productId,primaryCategory,classificationCategory
D436-124,best-sellers-dining-room,bar-stools/counter-height
D436-15B,dining-tables,dining-tables
D436-15T,dining-tables,dining-tables
D436-32,dining-tables,dining-tables
D440-024,top-rated-dining-room,bar-stools/counter-height
D440-52,top-rated-dining-room,dining-tables
D442-124,best-sellers-dining-room,bar-stools/counter-height
D442-224,best-sellers-dining-room,bar-stools/counter-height
D448-01,rustic-dining-room,dining-room-chairs
D448-45,rustic-dining-room,dining-tables
D469-124,rustic-dining-room,bar-stools/counter-height
D469-13,dining-tables,dining-tables
D469-323,best-sellers-dining-room,bar-stools/counter-height
D485-01,dining-room-chairs,dining-room-chairs
D485-124,best-sellers-dining-room,bar-stools/counter-height
D485-13,dining-tables,dining-tables
D485-25,dining-tables,dining-tables
D485-60,rustic-dining-room,dining-storage
D500-430,best-sellers-dining-room,best-sellers-dining-room
D506-01,dining-room-chairs,dining-room-chairs
D506-124,best-sellers-dining-room,bar-stools/counter-height
D506-32,dining-tables,dining-tables
D506-35,dining-tables,dining-tables
D506-60,rustic-dining-room,dining-storage
D507-124,best-sellers-dining-room,bar-stools/counter-height
D507-13,dining-tables,dining-tables
D530-01,rustic-dining-room,dining-room-chairs
D530-02,rustic-dining-room,dining-room-chairs
D530-124,vintage-casual,bar-stools/counter-height
D530-130,vintage-casual,bar-stools/pub-height
D530-224,vintage-casual,bar-stools/counter-height
D530-230,vintage-casual,bar-stools/pub-height
D530-25,rustic-dining-room,dining-tables
D530-76,rustic-dining-room,dining-storage
D540-101,rustic-dining-room,dining-room-chairs
D540-102,rustic-dining-room,dining-room-chairs
D540-124,,
D540-130,,
D540-130-Master,rustic-dining-room,vintage-casual
D540-160,buffets-and-servers,kitchen-and-dining-room
D540-160-Master,rustic-dining-room,vintage-casual
D540-202,rustic-dining-room,dining-room-chairs
D540-224,,
D540-224-Master,rustic-dining-room,vintage-casual
D540-225,rustic-dining-room,dining-tables
D540-230,rustic-dining-room,rustic
D542-024,rustic-dining-room,bar-stools/counter-height
D542-030,rustic-dining-room,bar-stools/pub-height
D542-12,,
D542-12-Master,rustic-dining-room,
D542-124,top-rated-dining-room,bar-stools/counter-height
D542-13,,
D542-130,vintage-casual,bar-stools/pub-height
D542-224,rustic-dining-room,bar-stools/counter-height
D542-230,rustic-dining-room,bar-stools/pub-height
D548-010,savvy-storage,vintage-casual
D548-02,dining-room-chairs,dining-room-chairs
D548-024,,
D548-024-Master,rustic-dining-room,vintage-casual
D548-030,,
D548-060,buffets-and-servers,dining-storage
D548-064,french-country-dining-room,dining-storage
D548-066,buffets-and-servers,dining-storage
D548-324,,
D548-324-Master,modern-dining-room,farmhouse-dining-room
D548-330,,
D553-02,dining-room-chairs,dining-room-chairs
D553-02A,dining-room-chairs,dining-room-chairs
D553-03,top-rated-dining-room,dining-room-chairs
D553-03A,dining-room-chairs,dining-room-chairs
D553-124,,
D553-124-Master,best-sellers-dining-room,best-sellers-dining-room
D553-130,,
D553-224,best-sellers-dining-room,bar-stools/counter-height
D553-230,best-sellers-dining-room,bar-stools/pub-height
D553-35,dining-tables,dining-tables
D553-50B,dining-tables,dining-tables
D553-50T,dining-tables,dining-tables
D553-55B,dining-tables,dining-tables
D553-55T,dining-tables,dining-tables
D553-60,buffets-and-servers,dining-storage
D553-65,bar-furniture,dining-storage
D553-80,dining-storage,dining-storage
D553-81,dining-storage,dining-storage
D559-00,rustic-dining-room,rustic
D559-01,rustic-dining-room,best-sellers-dining-room
D559-25,,
D564-124,best-sellers-dining-room,bar-stools/counter-height
D564-32,dining-tables,dining-tables
D564-60,buffets-and-servers,dining-storage
D574-124,best-sellers-dining-room,bar-stools/counter-height
D574-42,dining-tables,dining-tables
D580-00,french-country-dining-room,vintage-casual
D580-02,french-country-dining-room,dining-room-chairs
D580-15B,dining-tables,dining-tables
D580-15T,dining-tables,dining-tables
D580-224,best-sellers-dining-room,best-sellers-dining-room
D580-25,french-country-dining-room,dining-tables
D580-32,,
D580-323,rustic-dining-room,rustic
D580-59,buffets-and-servers,dining-storage
D582-01,dining-room-chairs,dining-room-chairs
D582-124,best-sellers-dining-room,bar-stools/counter-height
D582-32B,dining-tables,dining-tables
D582-32T,dining-tables,dining-tables
D582-55B,dining-tables,dining-tables
D582-55T,dining-tables,dining-tables
D583-00,rustic-dining-room,vintage-casual
D583-02,rustic-dining-room,dining-room-chairs
D583-15B,dining-tables,dining-tables
D583-15T,dining-tables,dining-tables
D583-224,rustic-dining-room,bar-stools/counter-height
D583-25,rustic-dining-room,dining-tables
D583-32,rustic-dining-room,dining-tables
D583-323,rustic-dining-room,bar-stools/counter-height
D583-59,top-rated-dining-room,dining-storage
D588-00,rustic-dining-room,farmhouse-dining-room
D588-01,dining-room-chairs,dining-room-chairs
D588-45,dining-tables,dining-tables
D588-80,urbanology,dining-storage
D588-81,urbanology,dining-storage
D590-01,french-country-dining-room,dining-room-chairs
D590-35,french-country-dining-room,dining-tables
D590-60,buffets-and-servers,dining-storage
D594-00,best-sellers-dining-room,vintage-casual
D594-01,top-rated-dining-room,dining-room-chairs
D594-124,top-rated-dining-room,bar-stools/counter-height
D594-35,dining-tables,dining-tables
D594-42,rustic-dining-room,dining-tables
D594-60,buffets-and-servers,dining-storage
D596-00,best-sellers-dining-room,vintage-casual
D596-01,dining-room-chairs,dining-room-chairs
D596-124,best-sellers-dining-room,bar-stools/counter-height
D596-35,dining-tables,dining-tables
D596-42,dining-tables,dining-tables
D596-60,buffets-and-servers,dining-storage
D6000001-124,,
D6000001-224,,
D6000006-124,,
D6000006-224,,
D6000007-124,,
D6000007-224,,
D6000007-324,,
D6000007-524,,
D6000009-124,,
D6000009-424,,
D6000009-524,,
D600001-124,urban-loft,bar-stools/adjustable-height
D600001-224,small-spaces-dining-room,bar-stools/adjustable-height
D6000010-124,,
D6000010-224,,
D6000011-224,,
D6000012-124,,
D6000012-224,,
D6000012-324,,
D6000012-424,,
D6000012-524,,
D6000012-624,,
D6000012-724,,
D6000013-124,,
D6000013-224,,
D6000013-324,,
D6000014-224,,
D6000014-424,,
D6000014-524,,
D6000014-624,,
D6000015-124,,
D6000015-224,,
D6000015-324,,
D6000015-524,,
D6000016-124,,
D6000016-224,,
D6000016-324,,
D6000016-424,,
D6000016-524,,
D6000017-124,,
D6000017-224,,
D6000017-324,,
D6000017-424,,
D6000018-124,,
D6000018-324,,
D6000019-124,,
D6000019-224,,
D6000019-524,,
D6000020-124,,
D6000020-224,,
D6000022-324,,
D6000023-124,,
D6000023-125,,
D6000023-224,,
D6000023-225,,
D6000023-324,,
D6000023-325,,
D6000023-424,,
D6000023-425,,
D6000023-524,,
D6000023-525,,
D6000023-625,,
D6000023-725,,
D6000024-124,,
D6000025-124,,
D6000025-524,,
D6000026-325,,
D6000027-01,,
D6000027-225,,
D6000028-01,,
D6000028-225,,
D6000029-01,,
D6000029-225,,
D6000030-266,,
D6000030-466,,
D6000030-566,,
D6000033-266,,
D6000048-124,,
D6000048-324,,
D6000049-124,,
D6000049-125,,
D6000049-224,,
D6000049-225,,
D6000050-224,,
D6000051-124,,
D6000051-125,,
D6000051-126,,
D6000051-224,,
D6000051-225,,
D6000051-226,,
D6000051-324,,
D6000051-325,,
D6000051-326,,
D6000051-424,,
D6000054-01,,
D6000054-225,,
D600006-124,contemporary-dining-room,bar-stools
D600006-224,contemporary-dining-room,bar-stools
D600006-324,contemporary-dining-room,bar-stools
D600006-424,contemporary-dining-room,bar-stools
D600006-524,contemporary-dining-room,bar-stools
D600006-624,contemporary-dining-room,bar-stools
D600007-124,contemporary-dining-room,bar-stools
D600007-224,contemporary-dining-room,bar-stools
D600007-324,contemporary-dining-room,bar-stools
D600007-524,contemporary-dining-room,bar-stools
D600007-624,contemporary-dining-room,bar-stools
D600008-124,contemporary-living,bar-stools
D600008-224,contemporary-dining-room,bar-stools
D600008-324,contemporary-living,bar-stools
D600008-424,contemporary-dining-room,bar-stools
D600009-124,contemporary-dining-room,bar-stools
D600009-324,contemporary-dining-room,contemporary
D600009-424,contemporary-dining-room,bar-stools
D600009-524,contemporary-dining-room,bar-stools
D600010-124,contemporary-dining-room,bar-stools
D600010-224,contemporary-dining-room,bar-stools
D600010-324,contemporary-dining-room,bar-stools
D600010-424,contemporary-dining-room,bar-stools
D600011-124,contemporary-dining-room,bar-stools
D600011-224,contemporary-dining-room,bar-stools
D600012-124,contemporary-dining-room,bar-stools
D600012-224,contemporary-dining-room,bar-stools
D600012-324,contemporary-dining-room,bar-stools
D600012-424,contemporary-dining-room,bar-stools
D600012-524,contemporary-dining-room,bar-stools
D600012-624,contemporary-dining-room,bar-stools
D600012-724,contemporary-dining-room,bar-stools
D600013-124,contemporary-dining-room,bar-stools
D600013-224,contemporary-dining-room,bar-stools
D600013-324,contemporary-dining-room,bar-stools
D600014-224,contemporary-dining-room,bar-stools
D600014-424,contemporary-dining-room,bar-stools
D600014-524,contemporary-dining-room,bar-stools
D600014-624,contemporary-dining-room,bar-stools
D600015-124,contemporary-dining-room,bar-stools
D600015-224,contemporary-dining-room,bar-stools
D600015-324,contemporary-dining-room,bar-stools
D600015-424,contemporary-dining-room,bar-stools
D600015-524,contemporary-dining-room,bar-stools
D600016-124,contemporary-dining-room,bar-stools
D600016-224,contemporary-dining-room,bar-stools
D600016-324,contemporary-dining-room,bar-stools
D600016-424,contemporary-dining-room,bar-stools
D600016-524,contemporary-dining-room,bar-stools
D600017-124,contemporary-dining-room,bar-stools
D600017-224,contemporary-dining-room,bar-stools
D600017-324,contemporary-dining-room,bar-stools
D600017-424,contemporary-dining-room,bar-stools
D600018-124,contemporary-dining-room,bar-stools
D600018-224,contemporary-dining-room,bar-stools
D600018-324,contemporary-dining-room,bar-stools
D600019-124,contemporary-dining-room,bar-stools
D600019-224,contemporary-dining-room,bar-stools
D600019-324,contemporary-dining-room,bar-stools
D600019-424,contemporary-dining-room,bar-stools
D600019-524,contemporary-dining-room,bar-stools
D600019-624,contemporary-dining-room,bar-stools
D600020-124,contemporary-dining-room,bar-stools
D600020-224,contemporary-dining-room,bar-stools
D600021-124,contemporary-dining-room,bar-stools
D600021-224,contemporary-dining-room,bar-stools
D600021-324,contemporary-dining-room,bar-stools
D600021-424,contemporary-dining-room,bar-stools
D600022-224,contemporary-dining-room,bar-stools
D600022-324,contemporary-dining-room,bar-stools
D600023-124,contemporary-dining-room,bar-stools
D600023-125,contemporary-dining-room,bar-stools
D600023-224,contemporary-dining-room,bar-stools
D600023-225,contemporary-dining-room,bar-stools
D600023-324,contemporary-dining-room,bar-stools
D600023-325,contemporary-dining-room,bar-stools
D600023-424,contemporary-dining-room,bar-stools
D600023-425,contemporary-dining-room,bar-stools
D600023-524,contemporary-dining-room,bar-stools
D600023-525,contemporary-dining-room,bar-stools
D600023-625,contemporary-dining-room,bar-stools
D600023-725,contemporary-dining-room,bar-stools
D600024-124,contemporary-dining-room,bar-stools
D600024-224,contemporary-dining-room,bar-stools
D600025-124,contemporary-dining-room,bar-stools
D600025-125,contemporary-dining-room,contemporary
D600025-224,contemporary-dining-room,bar-stools
D600025-225,contemporary-dining-room,contemporary
D600025-324,contemporary-dining-room,contemporary
D600025-325,contemporary-dining-room,contemporary
D600025-425,contemporary-dining-room,contemporary
D600025-524,contemporary-dining-room,contemporary
D600026-225,kids-tables-chairs,kids-tables-chairs
D600026-325,kids-tables-chairs,kids-tables-chairs
D600027-01,kids-tables-chairs,kids-tables-chairs
D600027-225,kids-tables-chairs,kids-tables-chairs
D600028-01,kids-tables-chairs,kids-tables-chairs
D600028-225,kids-tables-chairs,kids-tables-chairs
D600029-01,kids-tables-chairs,kids-tables-chairs
D600029-225,kids-tables-chairs,kids-tables-chairs
D600030-266,kitchen-carts-and-islands,dining-storage
D600030-466,kitchen-carts-and-islands,dining-storage
D600030-566,kitchen-carts-and-islands,dining-storage
D600031-266,kitchen-carts-and-islands,dining-storage
D600032-266,kitchen-carts-and-islands,dining-storage
D600033-266,kitchen-carts-and-islands,dining-storage
D600034-266,kitchen-carts-and-islands,dining-storage
D600035-266,kitchen-carts-and-islands,dining-storage
D600048-124,contemporary-dining-room,bar-stools
D600048-224,contemporary-dining-room,bar-stools
D600048-324,contemporary-dining-room,bar-stools
D600049-124,contemporary-dining-room,bar-stools
D600049-125,contemporary-dining-room,bar-stools
D600049-224,contemporary-dining-room,bar-stools
D600049-225,contemporary-dining-room,bar-stools
D600050-124,contemporary-dining-room,bar-stools
D600050-224,contemporary-dining-room,bar-stools
D600051-124,contemporary-dining-room,bar-stools
D600051-125,contemporary-dining-room,bar-stools
D600051-126,contemporary-dining-room,bar-stools
D600051-224,contemporary-dining-room,bar-stools
D600051-225,contemporary-dining-room,bar-stools
D600051-226,contemporary-dining-room,bar-stools
D600051-324,contemporary-dining-room,bar-stools
D600051-325,contemporary-dining-room,bar-stools
D600051-326,contemporary-dining-room,bar-stools
D600051-424,contemporary-dining-room,bar-stools
D600052-124,contemporary-dining-room,bar-stools
D600052-224,contemporary-dining-room,bar-stools
D600053-124,dining-room-chairs,dining-room-chairs
D600053-224,dining-room-chairs,dining-room-chairs
D600053-324,dining-room-chairs,dining-room-chairs
D600054-01,,
D600054-225,,
D608-13,dining-tables,dining-tables
D608-424,,
D608-424-Master,best-sellers-dining-room,vintage-casual
D608-430,,
D608-524,,
D608-524-Master,rustic-dining-room,vintage-casual
D608-530,,
D608-624,best-sellers-dining-room,bar-stools/counter-height
D608-630,,
D608-630-Master,best-sellers-dining-room,vintage-casual
D624-01,dining-room-chairs,dining-room-chairs
D624-35,rustic-dining-room,dining-tables
D624-60,buffets-and-servers,dining-storage
D626-01,dining-room-chairs,dining-room-chairs
D626-01A,dining-room-chairs,dining-room-chairs
D626-35,dining-tables,dining-tables
D626-80,buffets-and-servers,dining-storage
D630-01,dining-room-chairs,dining-room-chairs
D630-25,dining-tables,dining-tables
D630-60,buffets-and-servers,dining-storage
D631-09,rustic-dining-room,farmhouse-dining-room
D631-124,rustic-dining-room,bar-stools/counter-height
D631-32,rustic-dining-room,dining-tables
D631-60,buffets-and-servers,dining-storage
D633-01,dining-room-chairs,dining-room-chairs
D633-32,contemporary-dining-room,modern-dining-room
D633-324,contemporary-dining-room,modern-dining-room
D633-35,contemporary-dining-room,dining-tables
D633-76,buffets-and-servers,dining-storage
D635-00,rustic-dining-room,bohemian-dining-room
D635-01,rustic-dining-room,dining-room-chairs
D635-35,rustic-dining-room,dining-tables
D635-60,best-sellers-dining-room,dining-storage
D636-00,large-spaces-dining-room,townser
D636-01,dining-room-chairs,dining-room-chairs
D636-02A,traditional-outdoor,dining-room-chairs
D636-124,best-sellers-dining-room,bar-stools/counter-height
D636-32,dining-tables,dining-tables
D636-35,traditional-outdoor,dining-tables
D639-33,top-rated-dining-room,dining-tables
D639-40,buffets-and-servers,dining-storage
D640-01,rustic-dining-room,dining-room-chairs
D640-25,rustic-dining-room,dining-tables
D640-60,rustic-dining-room,dining-storage
D645-01,dining-room-chairs,dining-room-chairs
D645-35,dining-tables,dining-tables
D645-60,buffets-and-servers,dining-storage
D647-00,rustic-dining-room,vintage-casual
D647-01,rustic-dining-room,dining-room-chairs
D647-02,rustic-dining-room,dining-room-chairs
D647-124,rustic-dining-room,bar-stools/counter-height
D647-25,rustic-dining-room,dining-tables
D647-32,best-sellers-dining-room,vintage-casual
D647-60,rustic-dining-room,dining-storage
D647-76,rustic-dining-room,dining-storage
D650-01,contemporary-dining-room,dining-room-chairs
D650-03,best-sellers-dining-room,large-spaces-dining-room
D650-35,contemporary-dining-room,dining-tables
D650-60,buffets-and-servers,dining-storage
D652-01,dining-room-chairs,dining-room-chairs
D652-45,french-country-dining-room,dining-tables
D652-60,buffets-and-servers,dining-storage
D653-124,rustic-dining-room,bar-stools/counter-height
D653-32,rustic-dining-room,dining-tables
